"user","check"
"8529138.1538645",0
"8554940.15817883",0
"8749129.15817594",0
"8763995.15817554",0
"8814086.15817491",0
"8817998.15322611",0
"8856231.14898462",0
"8874345.15817824",0
"8920538.15771256",0
"8933353.15817615",0
"8935506.15817809",0
"8941559.15817938",0
"8968681.15811955",0
"9045844.15817728",0
"9048504.15817955",0
"9133735.15817801",0
"9179483.15817566",0
"9231268.15803166",0
"9243849.15817547",0
"9253382.15774192",0
"9255844.15733556",5189
"9303052.15817527",0
"9324981.15817965",0
"9435408.1580619",0
"9483972.15817544",0
"9557944.15816866",0
"9596027.15817546",0
"9629152.14882038",0
"9687687.15813674",0
"9716935.15817209",0
"9869979.15811691",0
"9919304.15784289",0
"10050613.1581768",0
"10070182.1579681",0
"10080595.1573918",0
"10094944.1581797",0
"10129832.1581767",0
"10140859.1579975",0
"10173502.1581735",0
"10236178.1581774",0
"10256078.1581785",0
"10267677.1581775",0
"10273378.1486701",4718
"10316392.1580248",0
"10322729.1578596",0
"10341568.1581719",0
"10376669.1581766",0
"10395181.1561894",0
"10397280.1581783",0
"10399491.1580807",0
"10401781.1581776",0
"10403534.1581778",0
"10443615.158049",0
"10444949.1581792",0
"10506663.1581717",0
"10522147.1581772",0
"10567403.1578495",0
"10588702.1581773",0
"10593811.1581691",6029
"10598124.1559899",9271
"10654851.1581767",0
"10724327.158174",0
"10724869.1581747",0
"10725501.1570001",0
"10769735.1581792",0
"10840574.1581796",0
"10900532.1581753",3397
"10906566.1558438",0
"10949344.1510312",4129
"11013382.1581766",0
"11029027.1498646",0
"11058507.1508515",0
"11179498.158177",0
"11220028.158179",0
"11236774.1581785",0
"11265278.1572755",0
"11308867.1581784",0
"11333977.1581798",0
"11340522.1581791",0
"11372571.1581759",0
"11377402.1581776",0
"11402197.1581747",0
"11417809.1581765",0
"11501782.1581759",0
"11542419.1581796",0
"11574138.1581744",0
"11581342.1581776",0
"11584661.1544863",0
"11599961.1581631",0
"11677017.1580842",0
"11706669.1581759",0
"11708069.1581777",0
"11718162.1581799",0
"11762981.1581715",0
"11781605.1581771",0
"11796191.158177",0
"11809170.1581774",0
"11816141.1581772",0
"11819541.1581769",0
"11926334.1581749",0
"12052626.158176",0
"12088613.1581795",0
"12122316.1581771",0
"12136104.1555237",0
"12137545.1581716",0
"12152681.1581768",0
"12153340.1581774",0
"12195448.1581774",0
"12208278.1581784",0
"12327367.1581776",0
"12372722.1581775",0
"12383814.1581753",0
"12416968.1581797",0
"12433433.158116",2601
"12451153.1579884",0
"12460790.1581091",0
"12476670.1581753",0
"12494097.1581786",0
"12535371.1581784",0
"12555871.1581149",0
"12638172.1578551",0
"12646514.1581771",0
"12648699.1581799",0
"12772012.1581782",0
"12772326.157486",0
"12907019.1581752",0
"12969538.1581716",0
"12979317.1581759",0
"13028599.1581797",0
"13043913.1581749",0
"13179478.1581758",0
"13190428.1569317",2514
"13229634.1581104",0
"13245184.1412697",0
"13256787.1581761",0
"13306266.1579246",0
"13346287.1565451",0
"13383213.1581796",0
"13407315.1581739",0
"13509202.158179",0
"13555425.1581765",0
"13611925.158128",0
"13617259.1536662",0
"13622334.1581797",0
"13630047.1581789",1330
"13630226.1581714",0
"13652248.1581789",0
"13712289.158179",0
"13712366.1577876",0
"13740815.1581786",0
"13743424.1581782",0
"13755476.1581767",0
"13770445.1581778",0
"13788622.1581685",0
"13814572.1581784",0
"13856650.1581716",0
"13879593.1581735",0
"13969616.1581734",0
"14108847.1581774",0
"14124508.1581779",0
"14128816.1577049",0
"14183374.1581771",0
"14236297.1581535",0
"14266608.1581774",0
"14291696.1566704",0
"14301443.1564658",0
"14321834.1581768",0
"14353822.1581779",0
"14355947.1581797",0
"14451217.1581753",0
"14458254.1581289",0
"14471410.1581756",0
"14487267.1581796",0
"14519192.1581747",0
"14520117.1581798",0
"14551657.1541208",0
"14651097.1581749",0
"14660592.1581789",0
"14721754.1581775",0
"14724718.1581715",0
"14800366.15818",0
"14810372.1581759",0
"14920042.1581798",0
"14964020.1580675",0
"14971012.1579785",0
"14974429.1581762",0
"14976819.1581793",0
"14981261.158176",0
"14996558.1540183",0
"15005181.1581785",0
"15007131.1581781",0
"15018263.1581773",0
"15023007.1581792",0
"15076958.1581783",0
"15119797.1577382",0
"15345296.1581756",0
"15350859.1581778",0
"15422338.1528221",0
"15441528.1581272",0
"15490322.157831",0
"15543483.1581798",0
"15608399.1581749",0
"15661147.1581733",0
"15705732.1581766",0
"15727672.152774",0
"15788984.1581763",0
"15794298.158177",0
"15830882.1581698",0
"15908560.1581765",0
"15913254.1581769",0
"16019499.1581796",0
"16027300.1581722",0
"16082212.1581774",0
"16127028.1581768",0
"16134238.1581774",0
"16143518.1581792",0
"16145691.1581782",0
"16150795.1574612",0
"16173009.1581772",0
"16181064.1577289",0
"16215172.1581799",0
"16221558.1578735",0
"16225937.1581755",0
"16263262.1581764",0
"16292421.1574247",0
"16353997.1581774",0
"16394117.1581773",0
"16457342.1580126",0
"16459628.1581768",0
"16464656.158082",0
"16476971.1581797",0
"16497131.1581202",0
"16567601.1581766",0
"16666540.1581792",0
"16677027.1580761",0
"16698422.1581719",0
"16715395.1576354",0
"16841393.1581763",0
"16894700.1581766",0
"16903326.1579547",0
"16944178.1539981",0
"16968823.1581757",0
"16973863.1576244",0
"17002557.1567749",0
"17015975.1581718",0
"17021211.1580734",0
"17080099.1581787",0
"17087390.1581775",0
"17088206.1581785",0
"17099723.1580888",0
"17219323.1581764",0
"17221309.1581785",0
"17228677.1581753",0
"17240759.1581743",0
"17250972.1581781",0
"17265638.1581757",0
"17294967.1572855",0
"17311275.1581779",0
"17356821.1581781",0
"17412082.1581719",0
"17431663.1581772",0
"17447907.1581788",0
"17449874.1581781",0
"17461129.1581758",0
"17511447.1581793",0
"17525918.1581785",0
"17555160.1581753",0
"17561750.1581715",0
"17581867.1581748",0
"17597119.158179",0
"17672160.1581777",0
"17680497.1581792",0
"17721686.1581752",0
"17724660.15818",0
"17758071.1581225",0
"17775430.1565854",0
"17806512.1581784",0
"17846290.1581752",0
"17864893.1581781",0
"17875390.1581774",0
"17964229.1581784",0
"18186370.1580813",0
"18310930.1581778",0
"18317884.157642",0
"18333105.154392",0
"18334616.1581796",0
"18376265.1581781",0
"18432581.1581146",0
"18484742.1581279",0
"18501208.1581779",0
"18614249.1581759",0
"18712370.1581746",0
"18728847.1581748",0
"18742622.1581458",0
"18761630.1581766",4015
"18789146.1581793",0
"18810866.1581789",1928
"18850430.158176",0
"18882464.1575308",0
"18917707.1581367",0
"18939716.1542646",3762
"18969322.1581761",5824
"19027638.1581163",0
"19060983.1581787",0
"19074377.1565185",0
"19102310.1581783",0
"19124684.1581748",0
"19176410.1581756",0
"19187285.158177",0
"19196474.1580216",0
"19238825.1581756",0
"19298876.156942",0
"19329544.1581775",0
"19410589.1581585",0
"19501693.1581767",0
"19502793.1581783",0
"19518683.1576064",0
"19520930.1581791",0
"19561478.1581776",0
"19590099.1572415",3740
"19595934.1581743",0
"19612558.158176",0
"19635928.1581749",0
"19647879.1581746",0
"19689733.1581787",0
"19789232.1581768",0
"19813156.1581778",0
"19813630.1581774",0
"19842211.1581772",0
"19883914.1581776",0
"19921021.1581754",0
"19925662.158178",0
"19944000.1573465",0
"19948126.1581654",0
"19955941.1581719",0
"19966645.1581736",0
"19991709.1579529",0
"20134603.1580554",0
"20155272.1581777",0
"20165171.1581764",0
"20185092.1578294",0
"20227934.1581753",0
"20341589.1581778",0
"20397464.1581796",0
"20397485.1581748",0
"20400071.1576247",0
"20408376.1581526",0
"20430230.1581789",0
"20478358.1581788",0
"20548367.1581148",13215
"20687361.15818",0
"20741171.158177",0
"20753201.1581615",0
"20799958.1581771",0
"20877340.1551284",2962.65
"20898404.1581791",0
"20948819.1581659",0
"20964023.1581679",0
"21002305.1581743",0
"21042954.1581764",0
"21096292.1581792",0
"21108094.158179",0
"21205369.1580026",8220
"21426835.1581752",0
"21472308.1581755",0
"21493993.1581772",0
"21496842.1581792",0
"21505293.1581782",0
"21577588.1576887",0
"21582791.1581188",0
"21597203.1581766",0
"21613326.1573763",0
"21615001.1581769",0
"21733983.1581783",0
"21738546.1581759",0
"21764468.1581804",0
"21872911.1581105",3240
"21930116.1581792",0
"22053219.1581775",5861
"22192795.1581792",0
"22287089.1581771",0
"22333462.1581764",0
"22385961.1581779",0
"22426199.1581784",0
"22494605.1581789",0
"22531542.1581767",0
"22563798.154593",0
"22565814.1581732",0
"22600106.1581753",0
"22705562.1539415",0
"22720048.1581763",0
"22772803.1581781",0
"22849058.1581791",0
"22891485.1579119",0
"22927944.1581772",0
"23034455.1581758",0
"23048288.1581792",5271
"23095937.1581755",0
"23115943.1581772",0
"23241802.157616",0
"23282534.1540406",0
"23327219.1581792",0
"23336155.1568743",4521
"23394458.1574842",0
"23458726.1581758",0
"23462671.158179",0
"23510239.1575738",0
"23516355.1581744",0
"23533229.1581788",0
"23552310.1581793",0
"23561347.1581778",0
"23564802.1581796",0
"23572454.1581794",0
"23719927.1581775",0
"23760993.1581768",0
"23763766.158172",0
"23774728.158005",0
"23778844.1581751",0
"23830214.1581718",0
"23985591.1581782",0
"24085047.1581362",0
"24105701.158177",0
"24106020.1581719",0
"24306139.1566661",0
"24307757.1581439",0
"24470921.1581778",0
"24484828.1581431",0
"24544404.1581799",0
"24597494.1581787",0
"24618507.1581106",0
"24667426.1576308",0
"24675071.1581765",0
"24705083.1581794",0
"24709383.1581784",0
"24773733.1581788",0
"24775928.1581769",0
"24777781.1572254",0
"24865514.1581796",0
"24924677.1576684",5971.05
"24992723.1581713",0
"25011517.1538773",7633.97
"25024409.158013",0
"25042449.1581714",0
"25144162.1581771",0
"25191734.1571424",0
"25204881.158174",0
"25256833.1581775",0
"25292389.1581773",0
"25355781.1580648",0
"25458233.158177",0
"25476991.1573061",3049
"25535270.1581744",0
"25587497.1581781",0
"25626139.1581748",0
"25650172.1581795",0
"25667909.1581786",0
"25721718.1577695",0
"25798334.1581768",0
"25803594.1579622",0
"25889554.1581434",0
"25908818.1581721",0
"25918248.1581777",0
"25980473.1581737",0
"26034255.1575899",0
"26065679.1581782",0
"26069646.1581746",0
"26182465.1581751",0
"26287232.1581759",0
"26329967.1499085",0
"26472830.158178",0
"26571631.1581736",0
"26607022.158177",0
"26656435.1576251",0
"26752068.1497095",0
"26831797.1581764",0
"26850270.1581772",0
"26918213.1581773",0
"26961829.1581757",0
"27011924.1581742",0
"27136680.158116",4925
"27164709.1581777",0
"27213314.1581794",0
"27307316.1579719",0
"27341764.1581798",0
"27413653.1579399",0
"27499829.1581762",0
"27502216.1581237",0
"27549597.1581797",0
"27732629.1535793",0
"27749656.1581165",0
"27812573.1581796",0
"27823435.1581794",0
"27864538.1489856",0
"27874435.1556804",0
"27899398.1550676",0
"28028648.1552218",0
"28048835.1581755",0
"28090115.1570961",0
"28181317.1537877",0
"28193493.152931",0
"28207706.1581753",0
"28208951.1581771",0
"28218126.1581739",0
"28258478.1571205",0
"28293181.1581754",0
"28364929.1581713",0
"28390561.158172",0
"28437987.153902",0
"28483468.1581746",0
"28507747.1581236",0
"28591714.1576508",0
"28613487.1581708",0
"28653401.1581762",0
"28666137.1581739",0
"28669280.1581795",0
"28807171.1581771",0
"28814010.1581778",0
"28871117.1581789",0
"28975319.1581757",0
"28991966.15818",0
"28996971.1581751",0
"29005693.1581744",0
"29032924.1581786",0
"29085690.1581704",0
"29086098.1581719",0
"29115344.1581658",0
"29205803.1581769",0
"29227782.1581785",0
"29368285.158177",0
"29627786.1581545",0
"29684717.1581716",0
"29699099.1581746",0
"29736553.1581788",0
"29763148.1581773",0
"29774425.1581723",0
"29858171.1577556",0
"29897901.151186",0
"29900398.1581336",0
"29915759.1581769",0
"29916363.1581497",7366
"29924942.1581752",0
"29945458.1581774",0
"30000404.1581772",0
"30010800.1558386",0
"30011545.1511607",8295
"30022903.1581719",0
"30064336.1576179",0
"30108961.15818",0
"30122871.1581176",0
"30138001.1581431",0
"30173136.1581715",0
"30221787.1581795",0
"30301387.1581723",0
"30323740.1576497",0
"30331450.158176",0
"30343986.1532367",0
"30360309.1581759",0
"30377506.1581796",0
"30386220.1581674",0
"30470913.1576844",0
"30487099.1581759",0
"30499531.1581229",0
"30640000.1578003",0
"30650623.1581795",0
"30694659.1581767",0
"30833170.1581775",0
"30841718.1581759",0
"30886037.1581767",0
"30938761.1581757",0
"30950036.1580946",0
"30976564.1581767",0
"30981752.1581764",0
"31000710.1581788",0
"31092127.1581785",0
"31096535.1581789",0
"31154893.1581772",0
"31158630.1569226",0
"31200917.1581776",0
"31233945.158084",0
"31239268.158179",0
"31244096.1581793",0
"31315876.1581685",0
"31354921.158175",0
"31364207.1536523",2553
"31374318.158179",0
"31519603.1581764",0
"31551501.1581753",0
"31576201.1548412",0
"31589603.1566153",0
"31598326.1581772",0
"31680389.1581779",8661
"31712674.1581359",0
"31740349.1581775",0
"31807406.1576294",5966
"31856233.1581762",0
"31940814.1581254",0
"31989854.1581722",0
"32004004.1581742",0
"32005576.1577137",0
"32026658.15818",0
"32032034.1581782",0
"32119406.1581768",0
"32171636.1581759",0
"32176635.1581753",0
"32208449.1581795",0
"32330907.1581797",0
"32380066.1581787",0
"32493812.1581794",0
"32560232.1581753",0
"32595745.1581765",0
"32647309.1581757",0
"32674681.1581784",0
"32711486.1581776",0
"32725162.1533055",2012.3
"32783139.1581765",0
"32802416.1581758",0
"32822006.1580814",0
"32854108.1581759",0
"32921735.1581786",0
"32940773.1578592",0
"32989673.1581765",0
"33000191.1580726",0
"33005816.1581787",0
"33032812.1566942",0
"33113951.1581779",0
"33121709.1575353",0
"33183935.1581781",0
"33241897.1581787",0
"33300106.1581741",0
"33304069.1548684",0
"33484931.1581778",0
"33487196.1581719",0
"33537125.1581764",0
"33556897.1581778",0
"33654050.1575842",0
"33662318.158176",0
"33731994.158177",0
"33745904.1581775",0
"33791490.1577104",0
"33826970.1581768",0
"33924297.1581765",0
"34018634.1581766",0
"34041116.1581748",0
"34043793.1581745",0
"34064029.158126",0
"34074213.1581796",0
"34081141.1581541",0
"34106295.158179",0
"34124764.1548166",0
"34244540.1581782",0
"34250002.1516448",0
"34304979.1581798",0
"34345664.1581774",0
"34364295.1581786",0
"34400758.158166",0
"34485917.1581789",0
"34611025.1581786",0
"34664693.1581721",0
"34675530.1581753",4553
"34691850.1490333",0
"34778914.1581794",0
"34823464.1581796",0
"34940415.1581765",0
"34989468.1581791",0
"34992335.1581794",0
"35051888.1555065",0
"35064214.1581753",0
"35078300.1513521",0
"35107228.1553075",0
"35123572.1581778",0
"35166622.1581763",0
"35216832.1581794",0
"35260838.1581777",0
"35270492.1581779",0
"35340340.1581786",0
"35371708.1581798",0
"35422209.158178",0
"35460342.1581798",0
"35491625.1581771",0
"35510023.1581775",4659
"35523476.1581702",0
"35544745.158141",0
"35552466.1581615",0
"35553121.1530825",0
"35601738.1576195",0
"35604091.1581781",0
"35643397.1581773",0
"35666239.1547753",4515.52
"35671780.158142",0
"35706474.1581799",0
"35742431.149994",0
"35760383.1581797",0
"35820085.1581763",3559.2
"35825038.158179",0
"35887730.158177",0
"36002451.1581745",0
"36006034.1581775",0
"36119079.1579977",0
"36126240.1581781",0
"36213740.1580737",0
"36298531.1581673",0
"36336548.1581784",0
"36365865.1581794",0
"36442511.1575044",3894
"36447105.1581786",0
"36453455.1581799",0
"36474885.1581754",0
"36513681.1575816",0
"36517381.1581772",0
"36521009.1580306",0
"36567404.1581691",0
"36597676.1581784",0
"36644277.1581729",0
"36688859.1581752",0
"36753444.1581778",0
"36810752.1540117",0
"36815447.1579614",0
"36821900.1559369",0
"36932634.1581753",0
"36973197.1581769",0
"36975171.1581785",0
"37081415.1581691",4857
"37105925.1581763",0
"37145168.1581784",0
"37180394.1581774",0
"37197546.1581719",0
"37317714.1581717",0
"37326404.1581714",0
"37400200.1544387",4002.7
"37425250.1581781",0
"37483261.1581767",0
"37516276.1581789",0
"37516789.157569",0
"37593637.1581753",0
"37610166.1581787",0
"37612783.1540139",0
"37644211.1581765",0
"37725408.1581728",0
"37732264.157667",0
"37740177.1581753",0
"37779510.1581701",0
"37790030.1581755",0
"37838497.1581781",0
"37862694.1581793",0
"37888584.1581772",0
"37894478.1581793",0
"37897865.1581722",0
"37998801.1581791",0
"38008163.1581742",0
"38011863.1581787",0
"38080301.1564373",0
"38086903.158172",0
"38097665.1581763",0
"38164245.1581766",0
"38196359.1581759",0
"38309965.158136",0
"38359015.1413366",0
"38425032.1580901",0
"38536850.1581768",0
"38540800.1581794",0
"38550703.1580491",0
"38579424.158173",0
"38612693.1581762",0
"38622654.158177",0
"38660542.1580055",0
"38665587.1581777",0
"38720831.1581791",0
"38766986.1573763",0
"38769743.1581748",0
"38774398.1581779",0
"38874646.1581782",0
"38949141.1576921",2146
"38951231.1581769",0
"38955616.158124",0
"39040260.1580587",0
"39199083.1539836",0
"39207988.1579876",0
"39244759.1572518",0
"39283337.1470688",0
"39300252.1581788",0
"39370988.1581745",0
"39403935.1537191",0
"39416109.1576007",0
"39496565.1581778",0
"39667471.1581798",0
"39672519.158175",0
"39738321.1572641",0
"39770238.1539109",12336
"39802360.1580062",0
"39855354.1581781",0
"39993349.1581775",0
"40007538.1581769",0
"40089958.158174",0
"40118804.1576511",0
"40254651.1581796",0
"40280208.1580965",0
"40355877.1581799",0
"40356133.157225",0
"40394838.1581772",0
"40408748.1547204",0
"40458113.1581748",0
"40579641.1581786",0
"40613912.1581783",0
"40649256.1581768",0
"40657791.1580668",0
"40663092.1567446",0
"40698038.158176",0
"40702169.1581793",0
"40713935.1578769",0
"40726552.1581766",0
"40757231.1581722",0
"40766919.1581524",0
"40823368.1581765",0
"40877130.1581744",0
"40971055.1578602",0
"41000418.1580476",0
"41011586.1580723",0
"41018951.1581764",0
"41022844.1557839",0
"41044763.1581758",0
"41060651.1551863",0
"41077195.1581786",0
"41121332.1581759",0
"41124233.1581771",0
"41142950.1558946",0
"41156284.1580152",0
"41180376.1581788",0
"41202837.1581798",0
"41225254.1581778",0
"41241664.1581725",0
"41242162.1581773",0
"41254551.158177",0
"41342336.1580839",0
"41366329.1581",0
"41376447.1581777",0
"41395357.1579544",0
"41404114.1581763",0
"41427238.158175",0
"41596176.158176",0
"41609356.1581797",0
"41614431.1581785",0
"41664293.1581768",0
"41667680.1581797",0
"41707914.1535019",0
"41723170.1581197",0
"41735746.1574438",2672
"41801207.1581781",0
"41802269.1581797",0
"41864197.1581756",0
"41904568.1581797",0
"41913052.158178",0
"41915007.1545142",0
"41922623.1573998",0
"42037846.1581766",0
"42057210.1581781",0
"42151458.1569036",0
"42202074.1581785",0
"42288262.151336",0
"42313930.1581751",0
"42398559.1581751",0
"42415644.1580145",0
"42460151.1581362",0
"42466152.1578326",0
"42518343.1578507",0
"42564344.1581715",0
"42564545.1528571",0
"42631553.1581772",0
"42768113.1581765",0
"42798743.158175",0
"42856768.1581756",0
"42860497.1581798",0
"42878319.1581756",0
"42909563.1581758",0
"43015381.1581733",0
"43209409.1557898",5236
"43262124.1551507",0
"43377288.1581771",0
"43387471.1563906",0
"43406250.1577518",0
"43421166.1580649",0
"43549253.1581781",0
"43558426.158179",0
"43583518.1581793",0
"43603406.157541",0
"43629436.1581667",0
"43670039.156157",2123
"43672057.1581799",0
"43748231.1581784",0
"43781775.1581775",0
"43837605.1581748",6219
"43851984.158177",0
"43852570.1581788",0
"43869817.1581769",0
"43900318.1581754",0
"43928503.1581776",0
"43943386.1580666",0
"43976047.157677",0
"44025978.1581734",0
"44044156.1581766",0
"44072365.1509127",0
"44152681.1581788",0
"44182566.1580553",0
"44205099.1534697",0
"44238426.1581716",0
"44274012.1581751",0
"44297098.1581777",0
"44445182.1581145",0
"44455257.1581773",0
"44455618.1581793",0
"44490382.1581191",0
"44565620.1577551",0
"44621137.1581518",0
"44811766.1581769",0
"44815190.1581068",0
"44828275.1581775",0
"44853977.1575435",0
"44866559.1581721",0
"44977770.1579468",0
"44995434.1581771",0
"45036870.1581793",0
"45131166.1578244",0
"45131287.1581792",0
"45131710.1579168",0
"45159551.158117",0
"45160670.1560545",0
"45180033.1581769",0
"45219642.1581768",0
"45248498.1581799",0
"45283174.158179",0
"45293158.1581777",0
"45300313.158176",0
"45355795.1561237",0
"45362959.1581762",0
"45375685.1581782",0
"45432645.1579528",0
"45440542.15818",0
"45490770.1581153",0
"45550168.1581681",0
"45624762.1581798",0
"45636928.1581749",0
"45639494.1581328",2285.8
"45661591.1581716",0
"45759939.1581761",0
"45800063.1581757",0
"45805264.1570631",0
"45874144.1581782",0
"45883900.1577554",0
"45890710.1535895",5719
"45928324.1581689",0
"45938221.1430853",0
"45967071.1519467",9453
"46021234.1574751",0
"46040750.1581768",0
"46042749.1526689",4988
"46076893.1581762",0
"46096275.1581719",0
"46097734.1581721",0
"46130115.1581767",0
"46167903.1581761",0
"46180864.1581798",0
"46183198.1581778",0
"46247257.1581757",0
"46316233.1581757",0
"46384361.1576329",0
"46394631.1581767",0
"46466465.1567715",0
"46501911.1581338",0
"46505690.158168",0
"46512542.1581762",0
"46527622.1581746",0
"46529445.1580306",0
"46572867.1581773",0
"46587834.1581752",0
"46597501.1581011",0
"46606528.1581616",0
"46669189.158178",0
"46675642.1568286",0
"46684887.1581783",0
"46864142.1499272",0
"46866492.1581757",0
"46873766.1580773",0
"46907982.1581767",0
"46932007.156011",0
"46989111.1581777",0
"47054653.1499429",0
"47071228.1580658",0
"47167077.1460733",4027
"47237730.158175",0
"47273593.1581772",0
"47282968.1558535",0
"47290222.1581781",0
"47362674.1547908",0
"47382228.1563984",0
"47526934.1581725",0
"47535545.1581798",0
"47542014.158178",0
"47639673.1539056",0
"47640770.1566033",6120
"47748967.1581743",0
"47754801.157762",0
"47765575.1581794",0
"47767967.1581794",0
"47777411.1581764",0
"47815929.1559492",0
"47854317.1581783",0
"47856113.1543999",0
"47859365.1578699",0
"47908948.1581756",0
"47998385.1581715",0
"48056347.1581773",0
"48197389.1581772",0
"48204255.1581749",0
"48276679.1581793",0
"48301224.1571556",0
"48330958.1581766",0
"48347356.1581707",2172
"48352468.1554462",0
"48363086.1581798",0
"48394985.1570129",0
"48403448.1580488",0
"48408653.1581048",0
"48479691.1580271",0
"48521283.1581784",0
"48660224.1581538",0
"48711571.1581754",0
"48763845.1581789",0
"48775129.1569872",0
"48803217.1581759",0
"48836602.1577037",0
"48844127.1581675",0
"48865758.158174",0
"48979412.1581762",0
"49121110.158179",0
"49143024.1533828",0
"49162990.1581796",0
"49235161.1581717",0
"49253304.1581677",3233
"49261702.1529433",0
"49290026.1581717",1939
"49326541.1581792",0
"49345161.1581791",0
"49379975.1581763",0
"49470868.1581758",0
"49503496.1581768",0
"49517068.1581775",0
"49522259.1581791",0
"49571892.1581701",0
"49607148.1581775",0
